CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
THEFT/LARCENY,10/13/2017 12:25:00 PM,17-916095,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740775, -122.198319)"
THEFT/LARCENY,10/08/2017 10:50:00 PM,17-915921,THEFT,09X,5100 BROADWAY,Oakland,CA,"5100 BROADWAY
Oakland, CA
(37.835394, -122.251678)"
ROBBERY,10/13/2017 10:40:00 PM,17-053821,ROBBERY-FIREARM,02Y,1000 PERALTA ST,Oakland,CA,"1000 PERALTA ST
Oakland, CA
(37.808422, -122.296281)"
THEFT/LARCENY,11/02/2017 10:00:00 PM,17-917394,BURGLARY-AUTO,18Y,2700 19TH AVE,Oakland,CA,"2700 19TH AVE
Oakland, CA
(37.796251, -122.23166)"
ROBBERY,10/14/2017 11:15:00 PM,17-053997,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14X,500 EL EMBARCADERO AVE,Oakland,CA,"500 EL EMBARCADERO AVE
Oakland, CA
(37.809307, -122.249653)"
VANDALISM,10/02/2017 06:20:00 PM,17-915437,VANDALISM,35X,2200 92ND AV,Oakland,CA,"2200 92ND AV
Oakland, CA
(37.752789, -122.164965)"
THEFT/LARCENY,11/03/2017 10:00:00 PM,17-917417,BURGLARY-AUTO,04X,2200 VALLEY ST,Oakland,CA,"2200 VALLEY ST
Oakland, CA
(37.811049, -122.268005)"
MOTOR VEHICLE THEFT,10/06/2017 11:00:00 PM,17-052903,ATTEMPT VEHICLE THEFT-AUTO,21X,2300 E 17TH ST,Oakland,CA,"2300 E 17TH ST
Oakland, CA
(37.785714, -122.23324)"
THEFT/LARCENY,11/03/2017 05:40:00 PM,17-917401,THEFT,12Y,5400 COLLEGE AVE,Oakland,CA,"5400 COLLEGE AVE
Oakland, CA
(37.840313, -122.251336)"
ASSAULT,10/15/2017 11:00:00 AM,17-054083,BATTERY,30X,7900 INTERNATIONAL BLVD,Oakland,CA,"7900 INTERNATIONAL BLVD
Oakland, CA
(37.756946, -122.182237)"
WEAPONS,10/15/2017 02:30:00 AM,17-054035,MISD-ILL USE OF TEAR GAS/TEAR GAS WEAPON,18X,IFO 1939 21ST AVE,Oakland,CA,"IFO 1939 21ST AVE
Oakland, CA
"
ASSAULT,10/14/2017 09:47:00 PM,17-054101,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,21Y,2000 FRUITVALE AV,Oakland,CA,"2000 FRUITVALE AV
Oakland, CA
(37.783865, -122.222713)"
VANDALISM,10/08/2017 09:20:00 PM,17-915927,VANDALISM,25X,3900 MAGEE AVE,Oakland,CA,"3900 MAGEE AVE
Oakland, CA
(37.795437, -122.195945)"
ASSAULT,10/15/2017 01:37:00 PM,17-054113,BATTERY,27Y,1700 55TH AV,Oakland,CA,"1700 55TH AV
Oakland, CA
(37.769234, -122.200681)"
ASSAULT,10/12/2017 09:20:00 PM,17-053646,ASSAULT WITH FIREARM ON PERSON,30X,1600 78TH AV,Oakland,CA,"1600 78TH AV
Oakland, CA
(37.759648, -122.180139)"
VANDALISM,10/10/2017 08:22:00 AM,17-916031,VANDALISM,18Y,2100 E 30TH ST,Oakland,CA,"2100 E 30TH ST
Oakland, CA
(37.796786, -122.22738)"
BURGLARY,10/14/2017 10:45:00 AM,17-053902,BURGLARY-NO FORCE,20X,2500 FOOTHILL BLVD,Oakland,CA,"2500 FOOTHILL BLVD
Oakland, CA
(37.784648, -122.23035)"
MOTOR VEHICLE THEFT,10/14/2017 10:30:00 AM,17-053949,VEHICLE THEFT - AUTO,27X,2400 COLE ST,Oakland,CA,"2400 COLE ST
Oakland, CA
(37.775134, -122.198706)"
THEFT/LARCENY,10/11/2017 09:25:00 AM,17-915992,BURGLARY-AUTO,12X,600 42ND ST,Oakland,CA,"600 42ND ST
Oakland, CA
(37.83133, -122.266981)"
VANDALISM,10/12/2017 12:10:00 PM,17-916053,VANDALISM,,00,Oakland,CA,"00
Oakland, CA
"
WEAPONS,10/14/2017 01:40:00 AM,17-053856,FELON/ADDICT/ETC POSSESS FIREARM,19X,1400 1ST AV,Oakland,CA,"1400 1ST AV
Oakland, CA
(37.798776, -122.256936)"
FRAUD,10/10/2017 10:35:00 AM,17-916019,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,,W MACARTHUR BOULEVARD,Oakland,CA,"W MACARTHUR BOULEVARD
Oakland, CA
"
VANDALISM,10/11/2017 09:45:00 AM,17-916015,VANDALISM,07X,2300 WOOD ST,Oakland,CA,"2300 WOOD ST
Oakland, CA
(37.819785, -122.292646)"
ROBBERY,10/14/2017 11:43:00 PM,17-054003,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14Y,400 ELWOOD AV,Oakland,CA,"400 ELWOOD AV
Oakland, CA
(37.814996, -122.24801)"
ASSAULT,10/14/2017 03:00:00 AM,17-053868,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,700 WILLOW ST,Oakland,CA,"700 WILLOW ST
Oakland, CA
(37.806838, -122.300772)"
VANDALISM,10/13/2017 07:00:00 PM,17-054125,VANDALISM,17Y,2400 12TH AV,Oakland,CA,"2400 12TH AV
Oakland, CA
(37.797446, -122.238414)"
VANDALISM,10/11/2017 11:05:00 PM,17-916075,VANDALISM,08X,2500BLK TELEGRAPH AVE,Oakland,CA,"2500BLK TELEGRAPH AVE
Oakland, CA
(37.814342, -122.26837)"
ASSAULT,10/15/2017 04:35:00 AM,17-054039,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,21X,2800 E 23RD ST,Oakland,CA,"2800 E 23RD ST
Oakland, CA
(37.786307, -122.224038)"
THEFT/LARCENY,10/06/2017 10:40:00 AM,17-915909,BURGLARY-AUTO,03X,100 11TH ST,Oakland,CA,"100 11TH ST
Oakland, CA
(37.79904, -122.264142)"
THEFT/LARCENY,10/11/2017 06:30:00 PM,17-916042,GRAND THEFT,,LAKESHORE AVE,Oakland,CA,"LAKESHORE AVE
Oakland, CA
"
VANDALISM,10/08/2017 07:10:00 PM,17-915911,VANDALISM,25X,3600 VIRDEN AVE,Oakland,CA,"3600 VIRDEN AVE
Oakland, CA
(37.797499, -122.192431)"
VANDALISM,10/12/2017 10:30:00 AM,17-916050,VANDALISM,07X,2600 MANDELA PARKWAY,Oakland,CA,"2600 MANDELA PARKWAY
Oakland, CA
(37.820637, -122.288927)"
THEFT/LARCENY,10/05/2017 08:00:00 AM,17-054141,THEFT,08X,400 FAIRMOUNT AV,Oakland,CA,"400 FAIRMOUNT AV
Oakland, CA
(37.819087, -122.256409)"
THEFT/LARCENY,10/07/2017 03:15:00 PM,17-915892,THEFT,09X,5100 BROADWAY,Oakland,CA,"5100 BROADWAY
Oakland, CA
(37.835394, -122.251678)"
VANDALISM,11/01/2017 11:30:00 AM,17-057346,VANDALISM,34X,1400 87TH AV,Oakland,CA,"1400 87TH AV
Oakland, CA
(37.751711, -122.17575)"
DRUGS/ALCOHOL VIOLATIONS,10/13/2017 09:20:00 PM,17-053639,POSSESS NARCOTIC CONTROLLED SUBSTANCE,34X,1400 90TH AV,Oakland,CA,"1400 90TH AV
Oakland, CA
(37.749704, -122.174124)"
ASSAULT,10/15/2017 02:45:00 AM,17-054032,BATTERY,12Y,5500 TELEGRAPH AV,Oakland,CA,"5500 TELEGRAPH AV
Oakland, CA
(37.840518, -122.261803)"
MOTOR VEHICLE THEFT,11/06/2017 06:30:00 PM,17-058519,VEHICLE THEFT - AUTO,16Y,3800 PARK BLVD,Oakland,CA,"3800 PARK BLVD
Oakland, CA
(37.804498, -122.228519)"
BURGLARY,10/12/2017 10:00:00 PM,17-053708,BURGLARY-NO FORCE,24X,3500 LYON AV,Oakland,CA,"3500 LYON AV
Oakland, CA
(37.787043, -122.211972)"
DRUGS/ALCOHOL VIOLATIONS,11/08/2017 11:21:00 PM,17-058715,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",19X,1900 MARIN WY,Oakland,CA,"1900 MARIN WY
Oakland, CA
(37.786919, -122.240712)"
THEFT/LARCENY,11/05/2017 01:55:00 PM,17-917441,THEFT,32Y,10700 MACARTHUR BOULEVARD,Oakland,CA,"10700 MACARTHUR BOULEVARD
Oakland, CA
(37.741775, -122.150612)"
THEFT/LARCENY,10/11/2017 03:25:00 PM,17-916079,BURGLARY-AUTO,01X,100 CLAY ST,Oakland,CA,"100 CLAY ST
Oakland, CA
(37.796373, -122.279176)"
DISTURBING THE PEACE,09/29/2017 09:00:00 PM,17-051196,DISTURB BY LOUD/UNREASONABLE NOISE,25X,3800 MAYBELLE AVE,Oakland,CA,"3800 MAYBELLE AVE
Oakland, CA
(37.79028, -122.193266)"
MOTOR VEHICLE THEFT,09/28/2017 04:00:00 PM,17-051009,VEHICLE THEFT - AUTO,16X,3700 LAKESHORE AV,Oakland,CA,"3700 LAKESHORE AV
Oakland, CA
(37.813298, -122.24033)"
THEFT/LARCENY,08/31/2017 08:50:00 PM,17-913728,BURGLARY-AUTO,32Y,9800 STANLEY AV,Oakland,CA,"9800 STANLEY AV
Oakland, CA
(37.752337, -122.153432)"
VANDALISM,09/23/2017 08:15:00 PM,17-915107,VANDALISM,10X,6400 HERZOG ST,Oakland,CA,"6400 HERZOG ST
Oakland, CA
(37.847502, -122.283192)"
MOTOR VEHICLE THEFT,09/26/2017 10:00:00 PM,17-050653,VEHICLE THEFT - AUTO,12Y,400 61ST ST,Oakland,CA,"400 61ST ST
Oakland, CA
(37.847774, -122.256571)"
DISTURBING THE PEACE,09/24/2017 09:00:00 PM,17-050266,FIGHT/CHALLENGE IN PUBLIC PLACE,02Y,700 CENTER ST,Oakland,CA,"700 CENTER ST
Oakland, CA
(37.8056, -122.294839)"
THEFT/LARCENY,10/09/2017 06:00:00 PM,17-915933,GRAND THEFT,,600 THOMAS L BERKLEY WAY,Oakland,CA,"600 THOMAS L BERKLEY WAY
Oakland, CA
(37.809993, -122.272269)"
DRUGS/ALCOHOL VIOLATIONS,10/11/2017 11:41:00 AM,17-053341,POSSESS NARCOTIC CONTROLLED SUBSTANCE,02X,800 MANDELA PKWY,Oakland,CA,"800 MANDELA PKWY
Oakland, CA
(37.806117, -122.293095)"
THEFT/LARCENY,11/01/2017 07:45:00 PM,17-917415,BURGLARY-AUTO,04X,2100 FRANKLIN ST,Oakland,CA,"2100 FRANKLIN ST
Oakland, CA
(37.810619, -122.26661)"
THEFT/LARCENY,09/25/2017 09:30:00 AM,17-915086,BURGLARY-AUTO,,500 20TH ST,Oakland,CA,"500 20TH ST
Oakland, CA
(37.809581, -122.269628)"
THEFT/LARCENY,10/14/2017 02:00:00 PM,17-053925,GRAND THEFT,14X,3300 LAKESHORE AVE,Oakland,CA,"3300 LAKESHORE AVE
Oakland, CA
(37.810746, -122.244051)"
BURGLARY,11/09/2017 12:05:00 PM,17-047880,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,12Y,5700 COLLEGE AV,Oakland,CA,"5700 COLLEGE AV
Oakland, CA
(37.845277, -122.251863)"
MOTOR VEHICLE THEFT,10/13/2017 08:00:00 AM,17-053787,VEHICLE THEFT - AUTO,23X,4000 ALAMEDA AV,Oakland,CA,"4000 ALAMEDA AV
Oakland, CA
(37.768208, -122.22405)"
VANDALISM,09/24/2017 10:45:00 PM,17-915072,VANDALISM,19X,400 E 10TH ST,Oakland,CA,"400 E 10TH ST
Oakland, CA
(37.794326, -122.257298)"
ROBBERY,10/11/2017 07:00:00 PM,17-053394,ROBBERY-FIREARM,32Y,9900 LAWLOR ST,Oakland,CA,"9900 LAWLOR ST
Oakland, CA
(37.747489, -122.154877)"
MOTOR VEHICLE THEFT,10/31/2017 04:00:00 PM,17-057355,VEHICLE THEFT - AUTO,04X,600 W GRAND AV,Oakland,CA,"600 W GRAND AV
Oakland, CA
(37.812425, -122.271619)"
BURGLARY,09/29/2017 08:56:00 PM,17-050971,BURGLARY-FORCIBLE ENTRY,21X,3200 SHEFFIELD AV,Oakland,CA,"3200 SHEFFIELD AV
Oakland, CA
(37.797715, -122.220889)"
THEFT/LARCENY,10/09/2017 09:30:00 PM,17-915931,BURGLARY-AUTO,14Y,3700 GRAND AVE,Oakland,CA,"3700 GRAND AVE
Oakland, CA
(37.816496, -122.245445)"
ASSAULT,10/14/2017 11:30:00 AM,17-053896,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,8900 INTERNATIONAL BLVD,Oakland,CA,"8900 INTERNATIONAL BLVD
Oakland, CA
(37.750357, -122.174851)"
THEFT/LARCENY,09/22/2017 09:00:00 AM,17-050204,PETTY THEFT:$50-,13Z,00 AZTEC WY,Oakland,CA,"00 AZTEC WY
Oakland, CA
"
THEFT/LARCENY,09/28/2017 02:00:00 AM,17-050856,BURGLARY-AUTO,26Y,6600 LEONA CREEK DR,Oakland,CA,"6600 LEONA CREEK DR
Oakland, CA
(37.757476, -122.199826)"
MOTOR VEHICLE THEFT,10/31/2017 02:00:00 AM,17-057320,VEHICLE THEFT - AUTO,20X,3000 E 10TH ST,Oakland,CA,"3000 E 10TH ST
Oakland, CA
(37.776467, -122.228938)"
ASSAULT,10/15/2017 02:42:00 AM,17-054034,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,300 FAIRMOUNT AV,Oakland,CA,"300 FAIRMOUNT AV
Oakland, CA
(37.817447, -122.259029)"
MOTOR VEHICLE THEFT,09/28/2017 11:00:00 PM,17-051045,VEHICLE THEFT - AUTO,26X,1200 53RD AVE,Oakland,CA,"1200 53RD AVE
Oakland, CA
(37.766599, -122.207777)"
THEFT/LARCENY,11/03/2017 08:00:00 PM,17-917398,BURGLARY-AUTO,04X,500 16TH ST,Oakland,CA,"500 16TH ST
Oakland, CA
(37.806119, -122.270459)"
ASSAULT,09/29/2017 11:08:00 PM,17-050977,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,800 W GRAND AV,Oakland,CA,"800 W GRAND AV
Oakland, CA
(37.813556, -122.276071)"
MOTOR VEHICLE THEFT,11/08/2017 10:30:00 PM,17-058725,VEHICLE THEFT - AUTO,23X,4000 SAN LEANDRO ST,Oakland,CA,"4000 SAN LEANDRO ST
Oakland, CA
(37.771825, -122.219673)"
THEFT/LARCENY,09/27/2017 11:30:00 AM,17-051044,THEFT,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
ASSAULT,09/28/2017 12:00:00 AM,17-053285,CRUELTY TO ELDER/DEPENDENT ADULT,24Y,2300 HUMBOLDT AV,Oakland,CA,"2300 HUMBOLDT AV
Oakland, CA
(37.787745, -122.214433)"
VANDALISM,10/09/2017 04:00:00 AM,17-915901,VANDALISM,25X,3700 PATTERSON AVE,Oakland,CA,"3700 PATTERSON AVE
Oakland, CA
(37.792006, -122.196735)"
ROBBERY,10/15/2017 03:05:00 PM,17-054116,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,1600 HIGH ST,Oakland,CA,"1600 HIGH ST
Oakland, CA
(37.773599, -122.213189)"
THEFT/LARCENY,09/18/2017 01:00:00 PM,17-915079,THEFT,31Y,600 NEVADA ST,Oakland,CA,"600 NEVADA ST
Oakland, CA
(37.736764, -122.184488)"
VANDALISM,09/24/2017 07:30:00 PM,17-915108,VANDALISM,,85TH AVE,Oakland,CA,"85TH AVE
Oakland, CA
"
ASSAULT,09/27/2017 12:00:00 PM,17-051159,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,10Y,800 41ST ST,Oakland,CA,"800 41ST ST
Oakland, CA
(37.830992, -122.270803)"
MOTOR VEHICLE THEFT,09/24/2017 04:15:00 PM,17-050185,VEHICLE THEFT - AUTO,29X,00 MURDOCK CT,Oakland,CA,"00 MURDOCK CT
Oakland, CA
"
BURGLARY,10/09/2017 04:00:00 AM,17-915910,BURGLARY-FORCIBLE ENTRY,08X,3900 WEBSTER ST,Oakland,CA,"3900 WEBSTER ST
Oakland, CA
(37.827666, -122.261074)"
MOTOR VEHICLE THEFT,10/13/2017 03:27:00 PM,17-053993,VEHICLE THEFT - AUTO,26X,5300 E 10TH ST,Oakland,CA,"5300 E 10TH ST
Oakland, CA
(37.765457, -122.209385)"
ROBBERY,10/12/2017 07:30:00 PM,17-053624,ROBBERY-FIREARM,09X,4200 BROADWAY,Oakland,CA,"4200 BROADWAY
Oakland, CA
(37.830076, -122.255037)"
MOTOR VEHICLE THEFT,10/15/2017 10:30:00 PM,17-054316,VEHICLE THEFT - AUTO,22Y,2900 FLORIDA ST,Oakland,CA,"2900 FLORIDA ST
Oakland, CA
(37.798904, -122.206008)"
ASSAULT,09/30/2017 10:04:00 AM,17-051214,BATTERY,30X,2500 HAVENSCOURT BLVD,Oakland,CA,"2500 HAVENSCOURT BLVD
Oakland, CA
(37.766856, -122.185701)"
MOTOR VEHICLE THEFT,10/15/2017 03:53:00 AM,17-054043,VEHICLE THEFT - AUTO,31Y,9700 EDES AVE.,Oakland,CA,"9700 EDES AVE.
Oakland, CA
(37.736764, -122.184488)"
THEFT/LARCENY,10/12/2017 02:00:00 PM,17-916052,GRAND THEFT,08X,2900 BROADWAY,Oakland,CA,"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)"
THEFT/LARCENY,10/03/2017 11:00:00 PM,17-916016,GRAND THEFT,13Z,2100 MOUNTAIN BOULEVARD,Oakland,CA,"2100 MOUNTAIN BOULEVARD
Oakland, CA
(37.825266, -122.209751)"
VANDALISM,10/07/2017 11:00:00 PM,17-052781,MALICIOUSLY DESTROY OTHER'S PROPERTY,02X,1000 8TH ST,Oakland,CA,"1000 8TH ST
Oakland, CA
(37.804078, -122.284485)"
ARSON,10/14/2017 03:56:00 AM,17-053866,ARSON: PROPERTY,27Y,5500 HARVEY AV,Oakland,CA,"5500 HARVEY AV
Oakland, CA
(37.771642, -122.197276)"
THEFT/LARCENY,09/27/2017 11:00:00 PM,17-050773,DEFRAUDING AN INNKEEPER [OVER $400],01X,00 FRANKLIN ST,Oakland,CA,"00 FRANKLIN ST
Oakland, CA
"
MOTOR VEHICLE THEFT,09/24/2017 08:00:00 PM,17-050245,VEHICLE THEFT - AUTO,21Y,2600 FRUITVALE AV,Oakland,CA,"2600 FRUITVALE AV
Oakland, CA
(37.788639, -122.220808)"
THEFT/LARCENY,09/26/2017 10:30:00 AM,17-915109,GRAND THEFT,31Z,600 EL PASEO DRIVE,Oakland,CA,"600 EL PASEO DRIVE
Oakland, CA
(37.730529, -122.177147)"
THEFT/LARCENY,09/29/2017 04:00:00 PM,17-051129,THEFT,17Y,1300 MACARTHUR BLVD,Oakland,CA,"1300 MACARTHUR BLVD
Oakland, CA
(37.729664, -122.138891)"
ASSAULT,09/30/2017 10:00:00 AM,17-051216,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,700 PERALTA ST,Oakland,CA,"700 PERALTA ST
Oakland, CA
(37.806064, -122.29817)"
THEFT/LARCENY,10/10/2017 08:00:00 AM,17-915968,BURGLARY-AUTO,31X,8400 EDGEWATER DRIVE,Oakland,CA,"8400 EDGEWATER DRIVE
Oakland, CA
(37.737486, -122.198228)"
ARSON,09/29/2017 02:01:00 AM,17-050996,MAL SET/ETC FIRE PROP/ETC - COMMUNITY/PUBLIC,19X,200 5TH AVE,Oakland,CA,"200 5TH AVE
Oakland, CA
(37.790617, -122.259942)"
ROBBERY,11/09/2017 12:53:00 AM,17-058717,ROBBERY-FIREARM,03X,200 9TH ST,Oakland,CA,"200 9TH ST
Oakland, CA
(37.798509, -122.267303)"
MOTOR VEHICLE THEFT,10/08/2017 11:00:00 PM,17-915945,ATTEMPT VEHICLE THEFT-AUTO,32X,10800 INTERNATIONAL BOULEVARD,Oakland,CA,"10800 INTERNATIONAL BOULEVARD
Oakland, CA
(37.737224, -122.165106)"
DISTURBING THE PEACE,09/29/2017 01:22:00 PM,17-051082,DISTURB THE PEACE,35X,2300 86TH AV,Oakland,CA,"2300 86TH AV
Oakland, CA
(37.757804, -122.166233)"
THEFT/LARCENY,10/10/2017 10:00:00 PM,17-916029,BURGLARY-AUTO,03X,300 8TH ST,Oakland,CA,"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
ASSAULT,09/26/2017 12:00:00 AM,17-053283,CRUELTY TO ELDER/DEPENDENT ADULT,20X,1400 28TH AV,Oakland,CA,"1400 28TH AV
Oakland, CA
(37.779876, -122.22996)"
ASSAULT,09/27/2017 11:34:00 PM,17-050776,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1900 85TH AV,Oakland,CA,"1900 85TH AV
Oakland, CA
(37.75626, -122.171702)"
MOTOR VEHICLE THEFT,09/26/2017 08:30:00 PM,17-050645,VEHICLE THEFT - AUTO,24X,1900 COURTLAND AV,Oakland,CA,"1900 COURTLAND AV
Oakland, CA
(37.775605, -122.212831)"
ASSAULT,10/14/2017 10:30:00 PM,17-053985,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,29X,6100 FOOTHILL BLVD.,Oakland,CA,"6100 FOOTHILL BLVD.
Oakland, CA
(37.771178, -122.187544)"
THEFT/LARCENY,09/23/2017 10:00:00 PM,17-915106,BURGLARY-AUTO,,19TH ST,Oakland,CA,"19TH ST
Oakland, CA
"
THEFT/LARCENY,09/23/2017 11:00:00 PM,17-915073,BURGLARY-AUTO,03X,800 WEBSTER ST,Oakland,CA,"800 WEBSTER ST
Oakland, CA
(37.799511, -122.271207)"
MOTOR VEHICLE THEFT,09/30/2017 09:17:00 PM,17-051281,VEHICLE THEFT - AUTO,09X,3800 HOWE ST,Oakland,CA,"3800 HOWE ST
Oakland, CA
(37.824659, -122.256317)"
THEFT/LARCENY,10/10/2017 12:00:00 AM,17-915980,BURGLARY-AUTO,15X,1100 MCKINLEY AVE,Oakland,CA,"1100 MCKINLEY AVE
Oakland, CA
(37.803881, -122.238397)"
THEFT/LARCENY,10/09/2017 10:00:00 PM,17-915974,BURGLARY-AUTO,08X,400 W MACARTHUR BOULEVARD,Oakland,CA,"400 W MACARTHUR BOULEVARD
Oakland, CA
(37.825298, -122.261582)"
MOTOR VEHICLE THEFT,09/22/2017 07:00:00 PM,17-049970,VEHICLE THEFT - AUTO,12Y,5200 JAMES AV,Oakland,CA,"5200 JAMES AV
Oakland, CA
(37.836773, -122.255115)"
THEFT/LARCENY,08/31/2017 12:00:00 PM,17-913713,THEFT,13Z,5600 COLTON BLVD,Oakland,CA,"5600 COLTON BLVD
Oakland, CA
(37.829566, -122.210827)"
MOTOR VEHICLE THEFT,10/11/2017 10:30:00 PM,17-053915,VEHICLE THEFT - AUTO,17X,1900 9TH AV,Oakland,CA,"1900 9TH AV
Oakland, CA
(37.796245, -122.245772)"
HOMICIDE,10/15/2017 04:56:00 AM,17-054040,MURDER,19X,1800 FOOTHILL BLVD,Oakland,CA,"1800 FOOTHILL BLVD
Oakland, CA
(37.788748, -122.240509)"
VANDALISM,10/09/2017 08:00:00 PM,17-915955,VANDALISM,29X,5900 LAIRD AVE,Oakland,CA,"5900 LAIRD AVE
Oakland, CA
(37.777654, -122.181292)"
THEFT/LARCENY,10/09/2017 01:00:00 PM,17-915942,GRAND THEFT,12Y,5300 BOYD AVE,Oakland,CA,"5300 BOYD AVE
Oakland, CA
(37.839136, -122.25529)"
THEFT/LARCENY,09/28/2017 11:03:00 PM,17-050972,BURGLARY-AUTO,17X,700 E 17TH ST,Oakland,CA,"700 E 17TH ST
Oakland, CA
(37.796066, -122.249202)"
MOTOR VEHICLE THEFT,09/28/2017 05:10:00 PM,17-050924,VEHICLE THEFT - AUTO,34X,1900 92ND AV,Oakland,CA,"1900 92ND AV
Oakland, CA
(37.751334, -122.168095)"
THEFT/LARCENY,11/01/2017 03:00:00 PM,17-057467,THEFT,29X,5900 FOOTHILL BLVD,Oakland,CA,"5900 FOOTHILL BLVD
Oakland, CA
(37.771474, -122.189877)"
ROBBERY,10/13/2017 05:45:00 AM,17-053687,ROBBERY-FIREARM,03X,00 9TH ST,Oakland,CA,"00 9TH ST
Oakland, CA
"
DRUGS/ALCOHOL VIOLATIONS,09/29/2017 01:22:00 AM,17-050993,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,06X,3500 MARTIN LUTHER KING JR W,Oakland,CA,"3500 MARTIN LUTHER KING JR W
Oakland, CA
"
BURGLARY,10/11/2017 05:00:00 PM,17-053471,BURGLARY-FORCIBLE ENTRY,08X,300 24TH ST,Oakland,CA,"300 24TH ST
Oakland, CA
(37.812948, -122.262869)"
DRUGS/ALCOHOL VIOLATIONS,09/14/2017 11:27:00 PM,17-048320,POSSESS NARCOTIC CONTROLLED SUBSTANCE,08X,500 23RD ST,Oakland,CA,"500 23RD ST
Oakland, CA
(37.812558, -122.26863)"
THEFT/LARCENY,08/31/2017 09:05:00 PM,17-913725,BURGLARY-AUTO,08X,300 40TH ST,Oakland,CA,"300 40TH ST
Oakland, CA
(37.827664, -122.256802)"
THEFT/LARCENY,09/29/2017 08:12:00 AM,17-051014,THEFT,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
ASSAULT,09/29/2017 12:30:00 AM,17-051000,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1100 MAGNOLIA ST,Oakland,CA,"1100 MAGNOLIA ST
Oakland, CA
(37.808009, -122.287865)"
THEFT/LARCENY,10/06/2017 10:00:00 PM,17-915903,BURGLARY-AUTO,03X,100 11TH ST,Oakland,CA,"100 11TH ST
Oakland, CA
(37.79904, -122.264142)"
ROBBERY,10/27/2017 08:00:00 AM,17-057513,ATTEMPTED ROBBERY-FIREARM,32X,10400 INTERNATIONAL BLVD,Oakland,CA,"10400 INTERNATIONAL BLVD
Oakland, CA
(37.739968, -122.167244)"
VANDALISM,09/24/2017 09:25:00 PM,17-915068,VANDALISM,21Y,3100 CHAMPION ST,Oakland,CA,"3100 CHAMPION ST
Oakland, CA
(37.795578, -122.21649)"
THEFT/LARCENY,09/28/2017 07:50:00 AM,17-050848,BURGLARY-AUTO,09X,4000 PIEDMONT AV,Oakland,CA,"4000 PIEDMONT AV
Oakland, CA
(37.825445, -122.253685)"
VANDALISM,11/04/2017 06:25:00 PM,17-917435,VANDALISM,,SNELL ST,Oakland,CA,"SNELL ST
Oakland, CA
"
THEFT/LARCENY,09/29/2017 07:30:00 PM,17-051208,THEFT,28X,5400 BRANN ST,Oakland,CA,"5400 BRANN ST
Oakland, CA
(37.777914, -122.189667)"
MOTOR VEHICLE THEFT,10/13/2017 04:30:00 PM,17-053992,VEHICLE THEFT - AUTO,30Y,2500 RITCHIE ST,Oakland,CA,"2500 RITCHIE ST
Oakland, CA
(37.762156, -122.171813)"
THEFT/LARCENY,10/12/2017 07:30:00 PM,17-916094,BURGLARY-AUTO,16Y,4200 PARK BOULEVARD,Oakland,CA,"4200 PARK BOULEVARD
Oakland, CA
(37.807251, -122.222527)"
THEFT/LARCENY,10/14/2017 10:30:00 AM,17-053908,BURGLARY-AUTO,07X,1400 BLK OF 26TH ST,Oakland,CA,"1400 BLK OF 26TH ST
Oakland, CA
(37.796213, -122.233847)"
THEFT/LARCENY,11/03/2017 11:30:00 PM,17-917414,BURGLARY-AUTO,01X,!9TH FRANKLIN ST,Oakland,CA,"!9TH FRANKLIN ST
Oakland, CA
"
THEFT/LARCENY,09/20/2017 07:30:00 PM,17-915083,BURGLARY-AUTO,08X,00 GRAND AVE,Oakland,CA,"00 GRAND AVE
Oakland, CA
"
